archivo;punto;tipo_cod;tipo;letra;numero;agenda;tiporeg;anulado;fecha;vencimiento;importe;tc;importe_divisa;divisa;moneda_cc;cae;fecha_recepcion;cobrador;leyenda
ac1h1225.fac;01900;02;FA;B;19211790;00000252;0;0;2025-12-01;;;;;;;;;;
ac1h1225.fac;01900;02;FA;B;19211793;00000202;0;0;2025-12-01;;;;;;;;;;
ac1h1225.fac;01900;02;FA;B;19211795;00000293;0;0;2025-12-01;;;;;;;;;;
ac1h1225.fac;01900;02;FA;B;19211796;00000243;0;0;2025-12-01;;;;;;;;;;
ac1h1225.fac;01900;02;FA;B;19211797;00000243;0;0;2025-12-01;;;;;;;;;;
ac1h1225.fac;01900;02;FA;B;19211798;00000243;0;0;2025-12-01;;;;;;;;;;
ac1h1225.fac;01900;02;FA;B;19211799;00000243;0;0;2025-12-01;;;;;;;;;;
ac1h0126.fac;01900;05;RC;;00001064;00000243;4;0;2026-01-02;;567.45;;;;;;2026-01-02;0;
ac1h0126.fac;01900;05;RC;;00001065;00000136;4;0;2026-01-02;;674.47;;;;;;2026-01-02;0;
ac1h0126.fac;01900;05;RC;;00001066;00000214;4;0;2026-01-02;;143.68;;;;;;2026-01-02;0;
ac1h0126.fac;01900;05;RC;;00001067;00000293;4;0;2026-01-02;;265.0;;;;;;2026-01-02;0;
ac1h0126.fac;01900;05;RC;;00001111;00000221;4;0;2026-01-02;;1500.0;;;;;;2026-01-02;0;
ac1h0126.fac;01900;05;RC;;00007793;00000043;4;0;2026-01-02;;334.1;;;;;;2026-01-02;0;
ac1h0126.fac;00003;05;RC;;00100959;00000013;4;0;2026-01-05;;296534.0;;;;;;2026-01-05;0;
ac1h0126.fac;00003;05;RC;;00007794;00000007;4;0;2026-01-06;;1495000.0;;;;;;2026-01-06;0;
ac1h0126.fac;00003;05;RC;;00100960;00000292;4;0;2026-01-06;;91671.2;;;;;;2026-01-06;0;
ac1h0126.fac;00003;05;RC;;00100961;00000258;4;0;2026-01-07;;429333.2;;;;;;2026-01-07;0;
ac1h0126.fac;01900;05;RC;;00007795;00000252;4;0;2026-01-07;;620.0;;;;;;2026-01-07;0;
ac1h0126.fac;01900;02;FA;B;19211801;00000243;2;0;2026-01-07;2026-01-07;1155.22;1.0;1155.22;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211824;00000181;2;0;2026-01-07;2026-01-07;611.62;1.0;611.62;0;S;;;;
ac1h0126.fac;00003;05;RC;;00007796;00000017;4;0;2026-01-08;;666473.48;;;;;;2026-01-08;0;
ac1h0126.fac;00003;05;RC;;00007797;00000207;4;0;2026-01-08;;2000000.0;;;;;;2026-01-08;0;
ac1h0126.fac;00003;05;RC;;00100971;00000005;4;0;2026-01-08;;455082.0;;;;;;2026-01-08;0;
ac1h0126.fac;01900;02;FA;A;00000181;00000210;2;0;2026-01-08;2026-01-08;12220.29;1.0;12220.29;0;S;;;;
ac1h0126.fac;01900;02;FA;A;00000182;00000209;2;0;2026-01-08;2026-01-08;12217.35;1.0;12217.35;0;S;;;;
ac1h0126.fac;01900;05;RC;;00001112;00000221;4;0;2026-01-08;;1500.0;;;;;;2026-01-08;0;
ac1h0126.fac;01900;05;RC;;00001139;00000309;4;0;2026-01-08;;2072.77;;;;;;2026-01-08;0;
ac1h0126.fac;01900;02;FA;B;19211802;00000111;2;0;2026-01-08;2026-01-08;102.19;1.0;102.19;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211818;00000249;2;0;2026-01-08;2026-01-08;149.48;1.0;149.48;0;S;;;;
ac1h0126.fac;01900;02;FA;A;00000187;00000272;2;0;2026-01-09;2026-01-09;47.74;1.0;47.74;0;S;;;;
ac1h0126.fac;01900;05;RC;;00001069;00000111;4;0;2026-01-09;;102.19;;;;;;2026-01-09;0;
ac1h0126.fac;01900;05;RC;;00001070;00000122;4;0;2026-01-09;;553.33;;;;;;2026-01-09;0;
ac1h0126.fac;00003;04;NC;A;00000145;00000067;2;0;2026-01-12;2026-01-12;980312.96;1.0;980312.96;0;S;76028562764766.0;;;
ac1h0126.fac;00003;02;FA;A;00001145;00000004;2;0;2026-01-12;2026-01-12;8405417.8;1490.0;5641.22;1;S;76028565188348.0;;;
ac1h0126.fac;00003;02;FA;A;00001146;00000005;2;0;2026-01-12;2026-01-12;571608.7;1490.0;383.63;1;S;76028566157938.0;;;
ac1h0126.fac;00003;02;FA;A;00001147;00000026;2;0;2026-01-12;2026-01-12;3088703.7;1490.0;2072.96;1;S;76028568870069.0;;;
ac1h0126.fac;00003;02;FA;A;00001148;00000028;2;0;2026-01-12;2026-01-12;1302394.1;1490.0;874.09;1;S;76028570045265.0;;;
ac1h0126.fac;00003;02;FA;A;00001149;00000015;2;0;2026-01-12;2026-01-12;75155.6;1490.0;50.44;1;S;76028570558761.0;;;
ac1h0126.fac;00003;02;FA;A;00001150;00000213;2;0;2026-01-12;2026-01-12;132058.7;1490.0;88.63;1;S;76028571184730.0;;;
ac1h0126.fac;00003;02;FA;A;00001151;00000175;2;0;2026-01-12;2026-01-12;97803.6;1490.0;65.64;1;S;76028571731860.0;;;
ac1h0126.fac;00003;02;FA;A;00001152;00000233;2;0;2026-01-12;2026-01-12;75930.4;1490.0;50.96;1;S;76028572131673.0;;;
ac1h0126.fac;00003;02;FA;A;00001153;00000022;2;0;2026-01-12;2026-01-12;193700.0;1490.0;130.0;1;S;76028572451641.0;;;
ac1h0126.fac;00003;02;FA;A;00001154;00000295;2;0;2026-01-12;2026-01-12;1556891.46;1490.0;1044.89;1;S;76028580277231.0;;;
ac1h0126.fac;00003;02;FA;A;00001155;00000013;2;0;2026-01-12;2026-01-12;641087.4;1490.0;430.26;1;S;76028587473042.0;;;
ac1h0126.fac;00003;05;RC;;00100962;00000242;4;0;2026-01-12;;400000.0;;;;;;2026-01-12;0;
ac1h0126.fac;01900;02;FA;A;00000183;00000136;2;0;2026-01-12;2026-01-12;2543.27;1.0;2543.27;0;S;;;;
ac1h0126.fac;01900;02;FA;A;00000184;00000006;2;0;2026-01-12;2026-01-12;986.29;1.0;986.29;0;S;;;;
ac1h0126.fac;01900;05;RC;;00001068;00000243;4;0;2026-01-12;;479.02;;;;;;2026-01-12;0;
ac1h0126.fac;01900;02;FA;B;19211803;00000034;2;0;2026-01-12;2026-01-12;275.67;1.0;275.67;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211804;00000048;2;0;2026-01-12;2026-01-12;92.8;1.0;92.8;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211805;00000132;2;0;2026-01-12;2026-01-12;1129.73;1.0;1129.73;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211807;00000045;2;0;2026-01-12;2026-01-12;758.4;1.0;758.4;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211808;00000061;2;0;2026-01-12;2026-01-12;2786.36;1.0;2786.36;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211809;00000252;2;0;2026-01-12;2026-01-12;303.96;1.0;303.96;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211810;00000063;2;0;2026-01-12;2026-01-12;4813.68;1.0;4813.68;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211811;00000050;2;0;2026-01-12;2026-01-12;659.0;1.0;659.0;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211812;00000024;2;0;2026-01-12;2026-01-12;416.59;1.0;416.59;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211813;00000066;2;0;2026-01-12;2026-01-12;1089.25;1.0;1089.25;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211814;00000206;2;0;2026-01-12;2026-01-12;302.18;1.0;302.18;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211815;00000056;2;0;2026-01-12;2026-01-12;11924.32;1.0;11924.32;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211816;00000221;2;0;2026-01-12;2026-01-12;40.6;1.0;40.6;0;S;;;;
ac1h0126.fac;00003;04;NC;A;00000146;00000026;2;0;2026-01-13;2026-01-13;3088703.7;1490.0;2072.96;1;S;76028699069014.0;;;
ac1h0126.fac;00003;02;FA;A;00001156;00000007;2;0;2026-01-13;2026-01-13;389784.0;1490.0;261.6;1;S;76028656934921.0;;;
ac1h0126.fac;00003;02;FA;A;00001157;00000139;2;0;2026-01-13;2026-01-13;11031290.25;1490.0;7403.55;1;S;76028657616257.0;;;
ac1h0126.fac;00003;02;FA;A;00001158;00000014;2;0;2026-01-13;2026-01-13;223425.5;1490.0;149.95;1;S;76028672692655.0;;;
ac1h0126.fac;00003;02;FA;A;00001159;00000026;2;0;2026-01-13;2026-01-13;2989112.1;1490.0;2006.12;1;S;76028707755225.0;;;
ac1h0126.fac;00003;05;RC;;00100964;00000014;4;0;2026-01-13;;223425.5;;;;;;2026-01-13;0;
ac1h0126.fac;00003;05;RC;;00100965;00000067;4;0;2026-01-13;;3155322.67;;;;;;2026-01-13;0;
ac1h0126.fac;01900;05;RC;;00001072;00000112;4;0;2026-01-13;;619.72;;;;;;2026-01-13;0;
ac1h0126.fac;01900;05;RC;;00001078;00000206;4;0;2026-01-13;;302.18;;;;;;2026-01-13;0;
ac1h0126.fac;01900;05;RC;;00007717;00000191;4;0;2026-01-13;;1622.0;;;;;;2026-01-13;0;
ac1h0126.fac;01900;02;FA;B;19211820;00000122;2;0;2026-01-13;2026-01-13;213.95;1.0;213.95;0;S;;;;
ac1h0126.fac;00003;02;FA;A;00001160;00000027;2;0;2026-01-14;2026-01-14;475733.57;1480.0;321.44;1;S;76028827256649.0;;;
ac1h0126.fac;00003;02;FA;A;00001161;00000281;2;0;2026-01-14;2026-01-14;70655.2;1480.0;47.74;1;S;76028857622102.0;;;
ac1h0126.fac;00003;05;RC;;00100963;00000293;4;0;2026-01-14;;79742.4;;;;;;2026-01-14;0;
ac1h0126.fac;00003;05;RC;;00100967;00000026;4;0;2026-01-14;;2545255.18;;;;;;2026-01-14;0;
ac1h0126.fac;01900;05;RC;;00001073;00000061;4;0;2026-01-14;;9977.33;;;;;;2026-01-14;0;
ac1h0126.fac;01900;05;RC;;00001076;00000296;4;0;2026-01-14;;302.76;;;;;;2026-01-14;0;
ac1h0126.fac;01900;05;RC;;00001079;00000122;4;0;2026-01-14;;213.95;;;;;;2026-01-14;0;
ac1h0126.fac;01900;02;FA;B;19211819;00000122;2;0;2026-01-14;2026-01-14;385.34;1.0;385.34;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211821;00000296;2;0;2026-01-14;2026-01-14;302.76;1.0;302.76;0;S;;;;
ac1h0126.fac;00003;05;RC;;00100966;00000213;4;0;2026-01-15;;132058.7;;;;;;2026-01-15;0;
ac1h0126.fac;01900;05;RC;;00001077;00000296;4;0;2026-01-15;;126.14;;;;;;2026-01-15;0;
ac1h0126.fac;01900;05;RC;;00007799;00000216;4;0;2026-01-15;;2478.0;;;;;;2026-01-15;0;
ac1h0126.fac;01900;05;RC;;00007908;00000288;4;0;2026-01-15;;100.32;;;;;;2026-01-15;0;
ac1h0126.fac;01900;02;FA;B;19211817;00000288;2;0;2026-01-15;2026-01-15;100.32;1.0;100.32;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211822;00000296;2;0;2026-01-15;2026-01-15;126.14;1.0;126.14;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211825;00000249;2;0;2026-01-15;2026-01-15;295.41;1.0;295.41;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211838;00000249;2;0;2026-01-15;2026-01-15;188.98;1.0;188.98;0;S;;;;
ac1h0126.fac;00003;05;RC;;00007800;00000207;4;0;2026-01-16;;800000.0;;;;;;2026-01-16;0;
ac1h0126.fac;00003;05;RC;;00100987;00000165;4;0;2026-01-16;;616264.98;;;;;;2026-01-16;0;
ac1h0126.fac;01900;05;RC;;00001071;00000066;4;0;2026-01-16;;410.0;;;;;;2026-01-16;0;
ac1h0126.fac;01900;05;RC;;00001074;00000122;4;0;2026-01-16;;385.34;;;;;;2026-01-16;0;
ac1h0126.fac;01900;05;RC;;00001075;00000297;4;0;2026-01-16;;542.0;;;;;;2026-01-16;0;
ac1h0126.fac;01900;05;RC;;00001082;00000301;4;0;2026-01-16;;246.0;;;;;;2026-01-16;0;
ac1h0126.fac;01900;05;RC;;00001086;00000240;4;0;2026-01-16;;235.4;;;;;;2026-01-16;0;
ac1h0126.fac;01900;02;FA;B;19211823;00000297;2;0;2026-01-16;2026-01-16;542.0;1.0;542.0;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211834;00000240;2;0;2026-01-16;2026-01-16;235.4;1.0;235.4;0;S;;;;
ac1h0126.fac;01900;05;RC;;00007851;00000043;4;0;2026-01-19;;411.0;;;;;;2026-01-19;0;
ac1h0126.fac;01900;05;RC;;00007909;00000300;4;0;2026-01-19;;233.0;;;;;;2026-01-19;0;
ac1h0126.fac;01900;02;FA;B;19211827;00000293;2;0;2026-01-19;2026-01-19;385.0;1.0;385.0;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211828;00000299;2;0;2026-01-19;2026-01-19;89.0;1.0;89.0;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211829;00000300;2;0;2026-01-19;2026-01-19;233.0;1.0;233.0;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211830;00000301;2;0;2026-01-19;2026-01-19;246.0;1.0;246.0;0;S;;;;
ac1h0126.fac;00003;04;NC;A;00000147;00000275;2;0;2026-01-20;2026-01-20;1566572.7;1460.0;1073.0;1;S;86030663203805.0;;;
ac1h0126.fac;00003;04;NC;A;00000148;00000275;2;0;2026-01-20;2026-01-20;1566572.7;1460.0;1073.0;1;S;86030664433723.0;;;
ac1h0126.fac;00003;02;FA;A;00001162;00000275;2;0;2026-01-20;2026-01-20;1566572.7;1460.0;1073.0;1;S;86030662790772.0;;;
ac1h0126.fac;00003;02;FA;A;00001163;00000275;2;0;2026-01-20;2026-01-20;1566572.7;1460.0;1073.0;1;S;86030662792143.0;;;
ac1h0126.fac;00003;02;FA;A;00001164;00000298;2;0;2026-01-20;2026-01-20;1566572.7;1460.0;1073.0;1;S;86030666511591.0;;;
ac1h0126.fac;00003;05;RC;;00100968;00000281;4;0;2026-01-20;;70655.2;;;;;;2026-01-20;0;
ac1h0126.fac;00003;05;RC;;00100972;00000027;4;0;2026-01-20;;475733.57;;;;;;2026-01-20;0;
ac1h0126.fac;01900;05;RC;;00001083;00000243;4;0;2026-01-20;;614.33;;;;;;2026-01-20;0;
ac1h0126.fac;01900;02;FA;B;19211826;00000252;2;0;2026-01-20;2026-01-20;422.77;1.0;422.77;0;S;;;;
ac1h0126.fac;01900;05;RC;;00007910;00000006;4;0;2026-01-21;;724.0;;;;;;2026-01-21;0;
ac1h0126.fac;01900;02;FA;A;00000189;00000272;2;0;2026-01-22;2026-01-22;65.0;1.0;65.0;0;S;;;;
ac1h0126.fac;01900;05;RC;;00007852;00000046;4;0;2026-01-22;;720.01;;;;;;2026-01-22;0;
ac1h0126.fac;01900;02;FA;B;19211839;00000301;2;0;2026-01-22;2026-01-22;65.0;1.0;65.0;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211840;00000293;2;0;2026-01-22;2026-01-22;100.0;1.0;100.0;0;S;;;;
ac1h0126.fac;00003;05;RC;;00100969;00000233;4;0;2026-01-23;;144423.78;;;;;;2026-01-23;0;
ac1h0126.fac;00003;05;RC;;00100970;00000298;4;0;2026-01-23;;1566572.7;;;;;;2026-01-23;0;
ac1h0126.fac;01900;05;RC;;00001080;00000048;4;0;2026-01-23;;92.8;;;;;;2026-01-23;0;
ac1h0126.fac;01900;05;RC;;00001087;00000243;4;0;2026-01-23;;269.64;;;;;;2026-01-23;0;
ac1h0126.fac;01900;05;RC;;00001088;00000299;4;0;2026-01-23;;89.0;;;;;;2026-01-23;0;
ac1h0126.fac;01900;05;RC;;00001089;00000301;4;0;2026-01-23;;65.0;;;;;;2026-01-23;0;
ac1h0126.fac;01900;05;RC;;00007913;00000063;4;0;2026-01-23;;4813.68;;;;;;2026-01-23;0;
ac1h0126.fac;01900;05;RC;;00007921;00000006;4;0;2026-01-23;;1031.0;;;;;;2026-01-23;0;
ac1h0126.fac;01900;02;FA;B;19211836;00000243;2;0;2026-01-23;2026-01-23;269.64;1.0;269.64;0;S;;;;
ac1h0126.fac;01900;05;RC;;00001081;00000050;4;0;2026-01-24;;1748.42;;;;;;2026-01-24;0;
ac1h0126.fac;00003;02;FA;A;00001165;00000027;2;0;2026-01-26;2026-01-26;433809.8;1460.0;297.13;1;S;86041381518393.0;;;
ac1h0126.fac;00003;05;RC;;00007853;00000207;4;0;2026-01-26;;634629.0;;;;;;2026-01-26;0;
ac1h0126.fac;01900;02;FA;B;19211835;00000243;2;0;2026-01-26;2026-01-26;266.37;1.0;266.37;0;S;;;;
ac1h0126.fac;00003;02;FA;A;00001166;00000027;2;0;2026-01-27;2026-01-27;764217.54;1465.0;521.65;1;S;86041527862392.0;;;
ac1h0126.fac;01900;02;FA;B;19211831;00000214;2;0;2026-01-27;2026-01-27;216.39;1.0;216.39;0;S;;;;
ac1h0126.fac;00003;02;FA;A;00001167;00000302;2;0;2026-01-28;2026-01-28;204514.0;1465.0;139.6;1;S;86051784502833.0;;;
ac1h0126.fac;00003;05;RC;;00100974;00000022;4;0;2026-01-28;;193700.0;;;;;;2026-01-28;0;
ac1h0126.fac;01900;05;RC;;00001084;00000214;4;0;2026-01-28;;216.39;;;;;;2026-01-28;0;
ac1h0126.fac;01900;05;RC;;00001085;00000144;4;0;2026-01-28;;266.0;;;;;;2026-01-28;0;
ac1h0126.fac;01900;05;RC;;00001101;00000296;4;0;2026-01-28;;392.39;;;;;;2026-01-28;0;
ac1h0126.fac;01900;02;FA;B;19211833;00000144;2;0;2026-01-28;2026-01-28;266.0;1.0;266.0;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211861;00000296;2;0;2026-01-28;2026-01-28;392.39;1.0;392.39;0;S;;;;
ac1h0126.fac;00003;05;RC;;00100975;00000302;4;0;2026-01-29;;204514.0;;;;;;2026-01-29;0;
ac1h0126.fac;01900;05;RC;;00007854;00000058;4;0;2026-01-29;;400.0;;;;;;2026-01-29;0;
ac1h0126.fac;00003;02;FA;A;00001168;00000067;2;0;2026-01-30;2026-01-30;1183501.61;1.0;1183501.61;0;S;86052406083161.0;;;
ac1h0126.fac;00003;02;FA;A;00001169;00000067;2;0;2026-01-30;2026-01-30;960165.37;1.0;960165.37;0;S;86052406742578.0;;;
ac1h0126.fac;00003;02;FA;A;00001170;00000210;2;0;2026-01-30;2026-01-30;7287237.38;1.0;7287237.38;0;S;86052428654175.0;;;
ac1h0126.fac;00003;02;FA;A;00001171;00000205;2;0;2026-01-30;2026-01-30;9752242.77;1.0;9752242.77;0;S;86052429341802.0;;;
ac1h0126.fac;00003;02;FA;A;00001172;00000209;2;0;2026-01-30;2026-01-30;13073095.89;1.0;13073095.89;0;S;86052429737659.0;;;
ac1h0126.fac;00003;05;RC;;00007916;00000007;4;0;2026-01-30;;500000.0;;;;;;2026-01-30;0;
ac1h0126.fac;01900;05;RC;;00007855;00000276;4;0;2026-01-30;;159.41;;;;;;2026-01-30;0;
ac1h0126.fac;01900;05;RC;;00007914;00000006;4;0;2026-01-30;;1370.0;;;;;;2026-01-30;0;
ac1h0126.fac;01900;05;RC;;00007915;00000056;4;0;2026-01-30;;3000.0;;;;;;2026-01-30;0;
ac1h0126.fac;01900;05;RC;;00007993;00000296;4;0;2026-01-30;;222.0;;;;;;2026-01-30;0;
ac1h0126.fac;01900;02;FA;B;19211832;00000276;2;0;2026-01-30;2026-01-30;159.41;1.0;159.41;0;S;;;;
ac1h0126.fac;01900;02;FA;B;19211939;00000111;2;0;2026-01-31;2026-01-31;251.57;1.0;251.57;0;S;;;;
ac1h0226.fac;01900;05;RC;;00001340;00000312;4;0;2026-02-01;;443.28;;;;;;2026-02-01;0;
ac1h0226.fac;00003;05;RC;;00100973;00000028;4;0;2026-02-02;;1000000.0;;;;;;2026-02-02;0;
ac1h0226.fac;01900;05;RC;;00001090;00000181;4;0;2026-02-02;;611.62;;;;;;2026-02-02;0;
ac1h0226.fac;01900;05;RC;;00001097;00000172;4;0;2026-02-02;;160.75;;;;;;2026-02-02;0;
ac1h0226.fac;01900;02;FA;B;19211837;00000249;2;0;2026-02-02;2026-02-02;158.57;1.0;158.57;0;S;;;;
ac1h0226.fac;01900;02;FA;B;19211900;00000181;2;0;2026-02-02;2026-02-02;611.62;1.0;611.62;0;S;;;;
ac1h0226.fac;00003;04;NC;A;00000149;00000004;2;0;2026-02-03;2026-02-03;2329749.1;1490.0;1563.59;1;S;86052432858423.0;;;
ac1h0226.fac;01900;02;FA;A;00000188;00000172;2;0;2026-02-03;2026-02-03;160.75;1.0;160.75;0;S;;;;
ac1h0226.fac;00003;05;RC;;00100976;00000018;4;0;2026-02-05;;400138.98;;;;;;2026-02-05;0;
ac1h0226.fac;00003;05;RC;;00100982;00000027;4;0;2026-02-05;;1198027.34;;;;;;2026-02-05;0;
ac1h0226.fac;00003;05;RC;;00100983;00000242;4;0;2026-02-05;;400000.0;;;;;;2026-02-05;0;
ac1h0226.fac;01900;05;RC;;00001095;00000136;4;0;2026-02-05;;2543.27;;;;;;2026-02-05;0;
ac1h0226.fac;01900;05;RC;;00007917;00000042;4;0;2026-02-05;;1000.0;;;;;;2026-02-05;0;
ac1h0226.fac;01900;02;FA;B;19211841;00000252;2;0;2026-02-05;2026-02-05;1929.51;1.0;1929.51;0;S;;;;
ac1h0226.fac;01900;02;FA;B;19211842;00000221;2;0;2026-02-05;2026-02-05;990.79;1.0;990.79;0;S;;;;
ac1h0226.fac;00003;02;FA;A;00001173;00000007;2;0;2026-02-06;2026-02-06;962771.0;1450.0;663.98;1;S;86062875302699.0;;;
ac1h0226.fac;00003;05;RC;;00101032;00000004;4;0;2026-02-06;;6075668.7;;;;;;2026-02-06;0;
ac1h0226.fac;01900;05;RC;;00001092;00000132;4;0;2026-02-06;;711.1;;;;;;2026-02-06;0;
ac1h0226.fac;01900;05;RC;;00001093;00000056;4;0;2026-02-06;;4350.0;;;;;;2026-02-06;0;
ac1h0226.fac;01900;05;RC;;00007918;00000056;4;0;2026-02-06;;1995.0;;;;;;2026-02-06;0;
ac1h0226.fac;01900;05;RC;;00007919;00000202;4;0;2026-02-06;;7288.9;;;;;;2026-02-06;0;
ac1h0226.fac;01900;05;RC;;00007920;00000006;4;0;2026-02-06;;600.0;;;;;;2026-02-06;0;
ac1h0226.fac;01900;05;RC;;00001098;00000299;4;0;2026-02-07;;148.0;;;;;;2026-02-07;0;
ac1h0226.fac;00003;05;RC;;00100984;00000067;4;0;2026-02-09;;2143666.98;;;;;;2026-02-09;0;
ac1h0226.fac;01900;02;FA;A;00000190;00000016;2;0;2026-02-09;2026-02-09;335.83;1.0;335.83;0;S;;;;
ac1h0226.fac;01900;05;RC;;00001094;00000066;4;0;2026-02-09;;278.0;;;;;;2026-02-09;0;
ac1h0226.fac;01900;02;FA;B;19211843;00000111;2;0;2026-02-09;2026-02-09;92.52;1.0;92.52;0;S;;;;
ac1h0226.fac;01900;02;FA;B;19211844;00000299;2;0;2026-02-09;2026-02-09;148.0;1.0;148.0;0;S;;;;
ac1h0226.fac;00003;02;FA;A;00001174;00000295;2;0;2026-02-10;2026-02-10;1138717.5;1425.0;799.1;1;S;86063399280882.0;;;
ac1h0226.fac;00003;02;FA;A;00001175;00000233;2;0;2026-02-10;2026-02-10;76237.5;1425.0;53.5;1;S;86063400236003.0;;;
ac1h0226.fac;00003;02;FA;A;00001176;00000014;2;0;2026-02-10;2026-02-10;421785.75;1425.0;295.99;1;S;86063400651073.0;;;
ac1h0226.fac;00003;02;FA;A;00001177;00000027;2;0;2026-02-10;2026-02-10;459835.53;1425.0;322.69;1;S;86063400980802.0;;;
ac1h0226.fac;00003;02;FA;A;00001178;00000213;2;0;2026-02-10;2026-02-10;395373.8;1425.0;277.46;1;S;86063401278841.0;;;
ac1h0226.fac;00003;02;FA;A;00001179;00000025;2;0;2026-02-10;2026-02-10;2258468.25;1425.0;1584.89;1;S;86063403480198.0;;;
ac1h0226.fac;00003;02;FA;A;00001180;00000139;2;0;2026-02-10;2026-02-10;1730192.25;1425.0;1214.17;1;S;86063404066798.0;;;
ac1h0226.fac;00003;05;RC;;00100977;00000207;4;0;2026-02-10;;1000000.0;;;;;;2026-02-10;0;
ac1h0226.fac;00003;05;RC;;00100978;00000005;4;0;2026-02-10;;571608.7;;;;;;2026-02-10;0;
ac1h0226.fac;00003;05;RC;;00100981;00000175;4;0;2026-02-10;;97803.6;;;;;;2026-02-10;0;
ac1h0226.fac;01900;05;RC;;00001103;00000045;4;0;2026-02-10;;914.15;;;;;;2026-02-10;0;
ac1h0226.fac;01900;05;RC;;00009999;00000016;4;0;2026-02-10;;647.15;;;;;;2026-02-10;0;
ac1h0226.fac;00003;02;FA;A;00001181;00000005;2;0;2026-02-11;2026-02-11;546806.5;1420.0;385.08;1;S;86063523349943.0;;;
ac1h0226.fac;00003;02;FA;A;00001182;00000233;2;0;2026-02-11;2026-02-11;75828.0;1420.0;53.4;1;S;86063523806325.0;;;
ac1h0226.fac;00003;05;RC;;00007923;00000025;4;0;2026-02-11;;2258468.25;;;;;;2026-02-11;0;
ac1h0226.fac;01900;02;FA;A;00000192;00000136;2;0;2026-02-11;2026-02-11;622.7;1.0;622.7;0;S;;;;
ac1h0226.fac;01900;02;FA;A;00000193;00000006;2;0;2026-02-11;2026-02-11;824.15;1.0;824.15;0;S;;;;
ac1h0226.fac;01900;02;FA;A;00000194;00000046;2;0;2026-02-11;2026-02-11;1086.32;1.0;1086.32;0;S;;;;
ac1h0226.fac;01900;02;FA;A;00000195;00000016;2;0;2026-02-11;2026-02-11;311.32;1.0;311.32;0;S;;;;
ac1h0226.fac;01900;02;FA;A;00000196;00000143;2;0;2026-02-11;2026-02-11;264.0;1.0;264.0;0;S;;;;
ac1h0226.fac;01900;02;FA;A;00000197;00000272;2;0;2026-02-11;2026-02-11;70.0;1.0;70.0;0;S;;;;
ac1h0226.fac;01900;05;RC;;00001096;00000205;4;0;2026-02-11;;10236.8;;;;;;2026-02-11;0;
ac1h0226.fac;01900;05;RC;;00007922;00000143;4;0;2026-02-11;;264.0;;;;;;2026-02-11;0;
ac1h0226.fac;01900;02;FA;B;19211845;00000132;2;0;2026-02-11;2026-02-11;901.77;1.0;901.77;0;S;;;;
ac1h0226.fac;01900;02;FA;B;19211846;00000037;2;0;2026-02-11;2026-02-11;609.09;1.0;609.09;0;S;;;;
ac1h0226.fac;01900;02;FA;B;19211847;00000096;2;0;2026-02-11;2026-02-11;2864.43;1.0;2864.43;0;S;;;;
ac1h0226.fac;01900;02;FA;B;19211848;00000066;2;0;2026-02-11;2026-02-11;124.79;1.0;124.79;0;S;;;;
ac1h0226.fac;01900;02;FA;B;19211849;00000061;2;0;2026-02-11;2026-02-11;2524.28;1.0;2524.28;0;S;;;;
ac1h0226.fac;01900;02;FA;B;19211850;00000045;2;0;2026-02-11;2026-02-11;914.15;1.0;914.15;0;S;;;;
ac1h0226.fac;01900;02;FA;B;19211851;00000058;2;0;2026-02-11;2026-02-11;294.14;1.0;294.14;0;S;;;;
ac1h0226.fac;01900;02;FA;B;19211852;00000063;2;0;2026-02-11;2026-02-11;4619.37;1.0;4619.37;0;S;;;;
ac1h0226.fac;01900;02;FA;B;19211853;00000056;2;0;2026-02-11;2026-02-11;5902.01;1.0;5902.01;0;S;;;;
ac1h0226.fac;01900;02;FA;B;19211854;00000024;2;0;2026-02-11;2026-02-11;880.27;1.0;880.27;0;S;;;;
ac1h0226.fac;01900;02;FA;B;19211855;00000034;2;0;2026-02-11;2026-02-11;1194.01;1.0;1194.01;0;S;;;;
