rc_punto;rc_numero;rc_agenda;forma_cod;medio;importe;banco;cheque_nro;vto;cuit_emisor;propio_terceros
01900;00001314;00000345;6;transferencia;161.4;;;;;P
01900;00001315;00000181;6;transferencia;1223.24;;;;;P
01900;00001316;00000056;6;transferencia;2100.0;;;;;P
01900;00001317;00000056;6;transferencia;705.0;;;;;P
01900;00001318;00000056;6;transferencia;1336.0;;;;;P
01900;00007742;00000046;6;transferencia;2500.0;;;;;P
01900;00001319;00000111;6;transferencia;202.35;;;;;P
00003;00101091;00000277;6;transferencia;406964.8;;;;;P
01900;00001320;00000346;6;transferencia;116.54;;;;;P
01900;00007743;00000337;6;transferencia;1300.0;;;;;P
01900;00001321;00000034;6;transferencia;5060.0;;;;;P
01900;00001322;00000056;6;transferencia;1330.0;;;;;P
00003;00101092;00000233;6;transferencia;158685.0;;;;;P
01900;00008002;00000066;6;transferencia;333.0;;;;;P
00003;00101094;00000308;6;transferencia;129111.33;;;;;P
01900;00001327;00000347;6;transferencia;411.56;;;;;P
01900;00007739;00000348;6;transferencia;300.0;;;;;P
00003;00101095;00000295;6;transferencia;454500.0;;;;;P
01900;00001328;00000296;6;transferencia;209.67;;;;;P
01900;00001399;00000072;6;transferencia;126.1;;;;;P
00003;00101093;00000005;6;transferencia;185130.05;;;;;P
01900;00001323;00000056;6;transferencia;705.0;;;;;P
01900;00001324;00000316;6;transferencia;233.58;;;;;P
01900;00001326;00000056;6;transferencia;1007.0;;;;;P
01900;00001329;00000252;6;transferencia;1.42;;;;;P
01900;00001330;00000037;6;transferencia;30.01;;;;;P
00003;00101096;00000230;6;transferencia;580381.35;;;;;P
01900;00007744;00000063;6;transferencia;3328.97;;;;;P
00003;00101097;00000067;6;transferencia;191216.0;;;;;P
00003;00007746;00000007;6;transferencia;1500000.0;;;;;P
01900;00001331;00000312;6;transferencia;439.45;;;;;P
01900;00001332;00000312;6;transferencia;56.7;;;;;P
00003;00101098;00000210;6;transferencia;16514972.98;;;;;P
00003;00101099;00000004;6;transferencia;6633000.0;;;;;P
01900;00007748;00000046;6;transferencia;1828.3;;;;;P
00003;00007747;00000295;6;transferencia;752000.0;;;;;P
01900;00001333;00000056;6;transferencia;1000.0;;;;;P
01900;00001334;00000056;6;transferencia;3242.88;;;;;P
01900;00007749;00000246;6;transferencia;100.0;;;;;P
01900;00001335;00000045;6;transferencia;425.16;;;;;P
01900;00001336;00000284;6;transferencia;71.6;;;;;P
01900;00001337;00000305;6;transferencia;379.3;;;;;P
01900;00001338;00000350;6;transferencia;523.68;;;;;P
01900;00001339;00000350;6;transferencia;689.8;;;;;P
01900;00001341;00000312;6;transferencia;381.47;;;;;P
01900;00001342;00000312;6;transferencia;61.81;;;;;P
00003;00101100;00000013;6;transferencia;1111494.9;;;;;P
00003;00101101;00000004;6;transferencia;6666052.9;;;;;P
00003;00101102;00000233;6;transferencia;98117.0;;;;;P
01900;00001343;00000314;6;transferencia;148.86;;;;;P
01900;00001344;00000181;6;transferencia;611.62;;;;;P
01900;00001345;00000056;6;transferencia;4300.0;;;;;P
01900;00001346;00000344;6;transferencia;1423.39;;;;;P
01900;00001347;00000350;6;transferencia;914.04;;;;;P
01900;00001348;00000003;6;transferencia;265.0;;;;;P
00003;00101110;00000020;6;transferencia;96398.4;;;;;P
00003;00101112;00000295;6;transferencia;1368000.0;;;;;P
01900;00001350;00000056;6;transferencia;3300.0;;;;;P
01900;00001351;00000056;6;transferencia;6442.0;;;;;P
01900;00001352;00000316;6;transferencia;71.55;;;;;P
01900;00001353;00000056;6;transferencia;1300.0;;;;;P
01900;00001354;00000056;6;transferencia;2000.0;;;;;P
00003;00101104;00000067;6;transferencia;1137262.93;;;;;P
00003;00101105;00000005;6;transferencia;525267.5;;;;;P
00003;00101106;00000026;6;transferencia;1545018.1;;;;;P
01900;00001367;00000056;6;transferencia;300.0;;;;;P
00003;00101107;00000336;6;transferencia;164484.3;;;;;P
01900;00001357;00000327;6;transferencia;98.7;;;;;P
01900;00001358;00000056;6;transferencia;2897.0;;;;;P
01900;00001359;00000056;6;transferencia;405.34;;;;;P
01900;00001360;00000224;6;transferencia;1059.12;;;;;P
01900;00001361;00000056;6;transferencia;5000.0;;;;;P
01900;00001362;00000056;6;transferencia;167.0;;;;;P
00003;00008054;00000007;6;transferencia;1535000.0;;;;;P
01900;00007750;00000043;6;transferencia;940.0;;;;;P
01900;00008052;00000337;6;transferencia;395.06;;;;;P
01900;00008051;00000325;6;transferencia;300.0;;;;;P
01900;00008004;00000068;6;transferencia;986.0;;;;;P
00003;00101108;00000275;6;transferencia;263738.78;;;;;P
01900;00001363;00000136;6;transferencia;2129.95;;;;;P
00003;00101109;00000028;6;transferencia;800000.0;;;;;P
00003;00101111;00000281;6;transferencia;572546.0;;;;;P
01900;00001364;00000327;6;transferencia;232.72;;;;;P
00003;00101113;00000295;6;transferencia;328320.0;;;;;P
01900;00001365;00000348;6;transferencia;24.8;;;;;P
01900;00008005;00000006;6;transferencia;1000.0;;;;;P
01900;00001366;00000317;6;transferencia;172.8;;;;;P
01900;00001368;00000056;6;transferencia;554.0;;;;;P
01900;00001369;00000056;6;transferencia;1032.0;;;;;P
01900;00001370;00000296;6;transferencia;157.48;;;;;P
01900;00001371;00000277;6;transferencia;80.97;;;;;P
00003;00008056;00000139;6;transferencia;11803912.3;;;;;P
00003;00008055;00000235;6;transferencia;9436654.25;;;;;P
00003;00101114;00000295;6;transferencia;456000.0;;;;;P
00003;00101115;00000351;6;transferencia;5149727.4;;;;;P
01900;00008057;00000063;6;transferencia;3543.95;;;;;P
01900;00001372;00000056;6;transferencia;1100.0;;;;;P
01900;00001373;00000297;6;transferencia;1071.0;;;;;P
00003;00101116;00000242;6;transferencia;200000.0;;;;;P
01900;00001374;00000122;6;transferencia;727.94;;;;;P
00003;00101117;00000353;6;transferencia;121939.0;;;;;P
01900;00008053;00000080;6;transferencia;300.0;;;;;P
00003;00008058;00000007;6;transferencia;1530000.0;;;;;P
01900;00008006;00000143;6;transferencia;200.0;;;;;P
01900;00001375;00000296;6;transferencia;130.76;;;;;P
00003;00101118;00000308;6;transferencia;209159.1;;;;;P
01900;00001377;00000056;6;transferencia;2000.0;;;;;P
01900;00001383;00000221;6;transferencia;767.51;;;;;P
01900;00001388;00000218;6;transferencia;220.81;;;;;P
00003;00101119;00000235;6;transferencia;2422915.65;;;;;P
00003;00101120;00000004;6;transferencia;7647546.0;;;;;P
01900;00001376;00000252;6;transferencia;455.45;;;;;P
01900;00001378;00000214;6;transferencia;359.39;;;;;P
01900;00008007;00000068;6;transferencia;990.0;;;;;P
01900;00001379;00000112;6;transferencia;275.27;;;;;P
01900;00001380;00000112;6;transferencia;3005.17;;;;;P
01900;00007456;00000191;6;transferencia;1151.47;;;;;P
01900;00001381;00000305;6;transferencia;420.14;;;;;P
01900;00001382;00000090;6;transferencia;824.47;;;;;P
01900;00001384;00000202;6;transferencia;129.39;;;;;P
01900;00001385;00000132;6;transferencia;4870.61;;;;;P
00003;00101121;00000295;6;transferencia;608000.0;;;;;P
01900;00001386;00000344;6;transferencia;704.72;;;;;P
01900;00001387;00000350;6;transferencia;228.5;;;;;P
01900;00001389;00000296;6;transferencia;61.9;;;;;P
01900;00001390;00000200;6;transferencia;2495.75;;;;;P
01900;00001391;00000066;6;transferencia;263.15;;;;;P
01900;00001392;00000181;6;transferencia;1223.24;;;;;P
01900;00001393;00000296;6;transferencia;130.44;;;;;P
01900;00001394;00000072;6;transferencia;24.37;;;;;P
01900;00001395;00000312;6;transferencia;419.58;;;;;P
01900;00001396;00000034;6;transferencia;300.0;;;;;P
00003;00101122;00000352;6;transferencia;128290.2;;;;;P
00003;00101123;00000295;6;transferencia;688500.0;;;;;P
01900;00001397;00000056;6;transferencia;2800.0;;;;;P
01900;00001398;00000056;6;transferencia;100.0;;;;;P
01900;00007805;00000056;6;transferencia;5000.0;;;;;P
00003;00101124;00000168;6;transferencia;11626217.97;;;;;P
01900;00007807;00000006;6;transferencia;1000.0;;;;;P
00003;00008059;00000017;6;transferencia;880905.15;;;;;P
01900;00008061;00000068;6;transferencia;984.0;;;;;P
01900;00008060;00000043;6;transferencia;653.59;;;;;P
01900;00007806;00000334;6;transferencia;100.0;;;;;P
01900;00001401;00000334;6;transferencia;118.07;;;;;P
01900;00001402;00000056;6;transferencia;2000.0;;;;;P
01900;00001403;00000056;6;transferencia;4000.0;;;;;P
01900;00001404;00000056;6;transferencia;6530.0;;;;;P
01900;00008062;00000264;6;transferencia;125.13;;;;;P
00003;00101125;00000005;6;transferencia;709308.0;;;;;P
00003;00101126;00000012;6;transferencia;220316.75;;;;;P
00003;00101127;00000235;6;transferencia;5661604.35;;;;;P
00003;00101128;00000026;6;transferencia;2945415.04;;;;;P
01900;00001405;00000169;6;transferencia;453.45;;;;;P
01900;00001406;00000034;6;transferencia;136.89;;;;;P
01900;00001407;00000181;6;transferencia;611.62;;;;;P
01900;00001408;00000343;6;transferencia;74.24;;;;;P
01900;00001409;00000142;6;transferencia;117.5;;;;;P
01900;00001410;00000316;6;transferencia;57.35;;;;;P
01900;00001411;00000218;6;transferencia;375.21;;;;;P
01900;00001412;00000296;6;transferencia;117.38;;;;;P
00003;00101129;00000013;6;transferencia;2462102.25;;;;;P
00003;00101130;00000067;6;transferencia;2323137.55;;;;;P
00003;00101131;00000281;6;transferencia;257108.85;;;;;P
01900;00001413;00000056;6;transferencia;620.0;;;;;P
01900;00001414;00000355;6;transferencia;146.97;;;;;P
01900;00001057;00000291;6;transferencia;186.62;;;;;P
01900;00001058;00000291;6;transferencia;421.36;;;;;P
01900;00001059;00000210;6;transferencia;11604.96;;;;;P
01900;00001060;00000209;6;transferencia;12290.16;;;;;P
00003;00100952;00000020;6;transferencia;320411.6;;;;;P
